rule_id,rule_set,description,smarts,rule_set_name,priority,mincount,source,catalog_description
847,5,benzylic_quaternary_nitrogen,"cC[N+,NX4]",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
848,5,beta-carbonyl_quaternary_nitrogen,"C(=O)C[N+,n+,NX4,nX4]",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
849,5,Beta-Fluoro-ethyl-ON,"[C;H2$(CF),H1$(C(F)F)]!@[CH2][N,O]",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
850,5,biotin_analogue,C12C(NC(N1)=O)CSC2,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
851,5,carbazides,C(=O)N=N=N,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
852,5,carbodiimides,N=C=N,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
853,5,CCl3-CHO_releasing,"C(Cl)(Cl)(Cl)C([O,S])[NX3]",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
854,5,Chloramidine,[Cl]C([C&R0])=N,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
855,5,Conjugated_Dithioether,SC(=[!r])S,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
856,5,Crown_Ether_12CRO4,O1CCOCCOCCOCC1,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
857,5,Crown_Ether_15CRO5,O1CCOCCOCCOCCOCC1,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
858,5,Crown_Ether_16CRO6,O1CCOCCOCCOCCOCCOCC1,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
859,5,crown_ethers,[O;R1][C;R1][C;R1][O;R1][C;R1][C;R1][O;R1],SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
860,5,cyanamide,N[CH2]C#N,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
861,5,Cyanophosphonate,P(OCC)(OCC)(=O)C#N,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
862,5,Cyanohydrin,N#CC[OH1],SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
863,5,di_and_triphosphates,P(=O)([OH])OP(=O)[OH],SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
864,5,Diacetylene,C#CC#C,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
865,5,Diazoalkane,C=[N+]=[N-],SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
866,5,Diazonium_Salt,[N+]#N,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
867,5,Diene,C!@=[CH1]-C!@=[CH1]-[CX3](=O),SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
868,5,Dinitrobenzene_1,c1c([N+](=O)[O-])c([N+](=O)[O-])ccc1,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
869,5,Dinitrobenzene_2,c1c([N+](=O)[O-])ccc([N+](=O)[O-])c1,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
870,5,Dinitrobenzene_3,c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
871,5,disulfides,[SX2][SX2],SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
872,5,Dithiocarbamate,NC(=S)S,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
873,5,Dithiole-2-thione,S1SC=CC1=S,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
874,5,Dithiole-3-thione,S1C=CSC1=C,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
875,5,Dithiomethylene_acetal,S[C;!$(C=*)]S,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
876,5,Enyne,C=!@CC#C,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
877,5,"epoxides,_thioepoxides,_aziridines","C1[O,S,N]C1",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
878,5,ester_of_HOBT,C(=O)Onnn,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
879,5,Flavin,"c1cccc(NC(=NC(=[N,S,O])NC(=O)3)C3=N2)c12",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
880,5,Fluorescein,c1cc(O)cc(OC(=CC(=O)C=C3)C3=C2)c12,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
881,5,Fluorinated_Carbon_1,C(C(CF)F)F,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
882,5,Fluorinated_Carbon_2,C(C(F)F)(F)F,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
883,5,four_member_lactones,C1(=O)OCC1,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
884,5,geminal_amines,[NH1;!r][CX4][NH1;!r],SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
885,5,geminal_dinitriles,N#CCC#N,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
886,5,"halo-pyridine,_-diazoles_and_-triazoles","[Cl,Br,I]c1[c,n][c,n][c,n][c,n]n1",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
887,5,hydrazothiourea,N=NC(S)N,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
888,5,Imidazolium,c1[n+]([#6])ccn1([#6]),SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
889,5,Imine2,"[#6,#8,#16]-[CH1]=[NH1]",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
890,5,imines_(not_ring),"[#6][C;R0](=[N;R0,O0])[#6]",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
891,5,isocyanates_and_isothiocyanates,"N=C=[S,O]",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
892,5,isonitrile,[N+]#[C-],SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
893,5,ketene,C=C=O,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
894,5,Lawesson_Reagent_Derivatives,P(=S)(S)S,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
895,5,"methylidene-1,3-dithiole",S1C=CSC1=S,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
896,5,Michael_Phenyl_Ketone,c1ccccc1C(=O)C=!@CC(=O)!@*,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
897,5,N-halo,"[NX3,NX4][F,Cl,Br,I]",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
898,5,Nitrobenz-azadiazole_1,"c1ccc(n[o,s]n2)c2c1[N+](=O)[O-]",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
899,5,Nitrobenz-azadiazole_2,"c1c([N+](=O)[O-])cc(n[o,s]n2)c2c1",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
900,5,nitrosamine,N-[N;X2](=O),SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
901,5,nitroso,[N&D2](=O),SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
902,5,noname,"N1=C[S,NH1]C(=[C,N,P][C,N,O,P])C1(=O)",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
903,5,N-Oxide_aliphatic,[N+!$(N=O)][O-X1],SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
904,5,N-S_(not_sulfonamides),[#6][S!$(S(~[OD1])~[OD1])][N;H0],SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
905,5,Orthoester,C(O)(O)[OH],SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
906,5,o-tertbutylphenol,c1c([OH1])c(C(C)(C)C)ccc1,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
907,5,Oxobenzothiepine,C1(=O)C=CCSC=C1,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
908,5,P_or_S_Halides,"[P,S][Cl,Br,F,I]",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
909,5,p-Aminoaryl_diazo,Nc1aaa(N!@=N)aa1,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
910,5,PCP,PCP,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
911,5,paranitrophenyl_esters,C(=O)Oc1ccc([N+](=O)[O-])cc1,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
912,5,pentahalophenyl,"c1c([F,Cl])c([F,Cl])c([F,Cl])c([F,Cl])c1([F,Cl])",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
913,5,pentafluorophenyl_esters,C(=O)Oc1c(F)c(F)c(F)c(F)c1(F),SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
914,5,peroxide,[#8]~[#8],SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
915,5,Phenanthrene,c12cccc3c1c4c(cc3)cccc4cc2,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
916,5,Phenylester,C(=O)!@Oc1ccccc1,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
917,5,phosphonate_esters,[#6]P(=O)(~O)O[#6],SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
918,5,phosphoramides,NP(=O)(N)N,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
919,5,phosphorane,C=P,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
920,5,Phosphorus_Halide,"[S,P][F,Cl,Br,I]",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
921,5,Polyene,C=!@CC=!@C,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
922,5,polyenes,C=CC=CC=CC=C,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
923,5,polyene_chain_between_aromatics,cC=CC=CC=Cc,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
924,5,polyines,CC#CC#CC,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
925,5,Polynuclear_Aromatic_1,c1cccc(cc(cccc2)c2c3)c13,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
926,5,Polynuclear_Aromatic_2,c1cccc(c(cccc2)c2cc3)c13,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
927,5,Polysulfide,*[SX2][SX2][SX2]*,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
928,5,Sulphur_Halide,"[#16][F,Cl,Br,I]",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
929,5,pyrene_fragments,c1c2cccc3c2c4c(cc3)cccc4c1,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
930,5,Pyrylium,c1ccc[o+]c1,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
931,5,reactive_carbonyls,"[C;!r](=[O,S])[S;!r]",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
932,5,reactive_carbonyls,"[C;!r](=[O,S])[CD2;!r][F,Br,Cl]",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
933,5,Ring_Triple_Bond,"[C,c;R]#[C,c;R]",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
934,5,S=N_(not_ring),[S;R0]=[N;R0],SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
935,5,Sulfonate_Ester,O=[SX4](=O)OC,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
936,5,sulfonyl_cyanide,S(=O)(=O)C#N,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
937,5,Sulphate_Ester,"COS(=O)O[C,c]",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
938,5,sulphonates,"COS(=O)(=O)[C,c]",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
939,5,Sulphur_Nitrogen_single_bond,[SX2H0]!@[N],SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
940,5,Tetraazinane,C1NNC=NN1,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
941,5,Thiocyanate,SC#N,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
942,5,thioesters,"C[O,S;R0][C;R0](=S)",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
943,5,thioles_(not_aromatic),[!a][SX2;H1],SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
944,5,Thiophosphothionate,"P(=S)(-[S;H1,H0$(S(P)C)])(-[O;H1,H0$(O(P)C)])(-N(C)C)",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
945,5,thiourea,[N;!r][C;!r](=S)[N;!r],SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
946,5,Three_Membered_Heterocycle,"*1[O,S]*1",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
947,5,Tri_Pentavalent_S,"[#16v3,#16v5]",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
948,5,Triacyloxime,C(=O)N(C(=O))OC(=O),SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
949,5,Triazole,c1cnnn1!@C!@[NH1][#6],SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
950,5,triflate,OS(=O)(=O)(C(F)(F)(F)),SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
951,5,Triphenyl_Boranyl,B(c1ccccc1)(c2ccccc2)c3ccccc3,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
952,5,triphenylphosphines,P(c1aaaaa1)(c1aaaaa1)(c1aaaaa1),SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
953,5,Triphenyl_Silyl,[Si](c1ccccc1)(c2ccccc2)(c3ccccc3),SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
954,5,Vinyl_Halide,"[Cl,Br,I]C=[!O!R]",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
955,5,Vinyl_Sulphone,"[#6][CH1]!@=[CH1][S;H1,H0$(S(C)C)](=O)(=O)",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
956,5,sulphates,[#6]S(=O)(=O)O,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
957,5,tropone,C1C(=O)C=CC=CC=1,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
958,5,Oxime,"[#6]C(=!@N[$(OC),$([OH])])[#6]",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
959,5,hydrazone,[#6]C(=!@NNa)[#6],SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
960,5,Nitrosone_not_nitro,[$(N(~!@[#6])!@O);!$([N+]([O-])=O)],SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
961,5,Thiocarbonyl_group,C=S,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
962,5,enamine_like,C=[NH],SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
963,5,analine,"c1ccccc1[NH2,NH3+]",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
964,5,acid_anhydrides_2,"[#6]C(=O)!@OC(=!@[N,O])[#6]",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
965,5,trifluroacetate_amide,FC(F)(F)C(=O)N,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
966,5,triple_bond,[#6]C#[CH],SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
967,5,Allene,C=C=C,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
968,5,thiatetrazolidine,"[$(Sc1nnn[nH,n-]1),$(Sc1nn[nH,n-]n1)]",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
969,5,glycol,"[#6][O;R0][$(C([#6])[#6]),$([CH][#6]),$([CH2])][O;R0][#6]",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
970,5,oxy-amide,[#6]C(=O)!@C!@C(=O)N,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
971,5,formate_formide,"O=[CH][O,N][#6]",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
972,5,pyranone,O=C1C=COC=C1,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
973,5,Coumarin,c1cc2C=CC(=O)Oc2cc1,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
974,5,aminothiazole,s1ccnc1[N!H0],SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
975,5,Thiazolidinone,O=C1CSCN1,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
976,5,Thiomorpholinedione,N1C(=O)CSCC1=O,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
977,5,oxepine,O1C=CC=CC=C1,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
978,5,phenylethene,c1ccccc1!@[CH]=!@[C!H0],SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
979,5,Ethene,C=[CH2],SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
980,5,cyclobutene,C1CC=C1,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
981,5,poly_sub_atomatic,*!@c1c(!@*)c(!@*)c(!@*)c(!@*)c1,SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
982,5,Isotopes,"[2#1,3#1,11C,11c,14C,14c,125I,32P,33P,35S]",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
983,5,Undesirable_Elements_Salts,"[Ac,Ag,Am,Ar,As,At,Au,Ba,Be,Bi,Bk,Cd,Ce,Cf,Cm,Cr,Cs,Dy,Er,Eu,Fr,Ga,Gd,Ge,He,Hf,Ho,In,Ir,Kr,La,Lu,Mo,Nb,Nd,Ne,Ni,Np,Os,Pa,Pb,Pd,Pm,Po,Pr,Pt,Pu,Ra,Rb,Re,Rh,Rn,Ru,Sb,Sc,Se,Sm,Sr,Ta,Tb,Tc,Te,Th,Ti,Tl,Tm,U,V,W,Xe,Y,Yb,Zr]",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
984,5,Metal_Carbon_bond,"[#6;$([#6]~[#3,#11,#12,#13,#19,#20,#26,#27,#28,#29,#30])]",SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
985,5,Aromatic_N-Oxide_more_than_one,[n+][O-X1].[n+][O-X1],SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
986,5,Nitro_more_than_one,[N+](=O)[O-].[N+](=O)[O-],SureChEMBL,5,1,ChEMBL,SureChEMBL Non-MedChem Friendly SMARTS
987,6,anhydride,C(=O)OC(=O),MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
988,6,pentafluorophenyl ester,C(=O)Oc1c(F)c(F)c(F)c(F)c1(F),MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
989,6,p-nitrophenyl ester,C(=O)Oc1ccc([N+]([O-])=O)cc1,MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
990,6,any carbazide,O=*N=[N+]=[N-],MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
991,6,HOBT ester,C(=O)Onnn,MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
992,6,aromatic azide,cN=[N+]=[N-],MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
993,6,imine2,"[#6,#8,#16]-[CH1]=[NH1]",MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
994,6,sulfonyl cyanide,S(=O)(=O)C#N,MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
995,6,azocyanamide,[N;R0]=[N;R0]C#N,MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
996,6,cyanohydrin,N#CC[OH],MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
997,6,acyl cyanide,N#CC(=O),MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
998,6,acid halide,"[S,C](=[O,S])[F,Br,Cl,I]",MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
999,6,chloramidine,[Cl]C([C&R0])=N,MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
1000,6,P/S halide,"[P,S][F,Cl,Br,I]",MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
1001,6,quaternary,"[C+,Cl+,I+,P+,S+]",MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
1002,6,unacceptable atoms,[!#6;!#7;!#8;!#16;!#1;!#3;!#9;!#11;!#12;!#15;!#17;!#19;!#20;!#30;!#35],MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
1003,6,triacyloxime,C(=O)N(C(=O))OC(=O),MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
1004,6,b-carbonyl quaternary nitrogen,"C(=O)CC[N+,n+]",MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
1005,6,benzylic quaternary nitrogen,cC[N+],MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
1006,6,phosphorane,C=P,MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
1007,6,Lawesson reagent derivatives,P(=S)(S)S,MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
1008,6,cyanophosphonate,P(OCC)(OCC)(=O)C#N,MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
1009,6,sulfonate,"COS(=O)(=O)[C,c]",MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
1010,6,Heteroaryl sulfonate,"a-S(=O)(=O)-O[$([a&!#6]),$(c[a&!#6]),$(cc[a&!#6]),$(ccc[a&!#6]),$(cccc[a&!#6]),$(ccccc[a&!#6])]",MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
1011,6,sulfate ester,"COS(=O)O[C,c]",MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
1012,6,triflate,OS(=O)(=O)C(F)(F)F,MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
1013,6,polyacidic,"[C,S,P](=O)[OH].[C,S,P](=O)[OH].[C,S,P](=O)[OH].[C,S,P](=O)[OH]",MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
1014,6,Sulfonic acid,[OH]-S(=O)(=O)-*,MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
1015,6,thiol,[SH],MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
1016,6,benzhydrol,[OH1]-C(-c1ccccc1)c2ccccc2,MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
1017,6,dihydroxybenzene,[OH1]c1ccc([OH1])cc1,MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
1018,6,"2,3,4trihydroxyphenyl",c([OH])c([OH])c([OH]),MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
1019,6,"2,4,5trihydroxyphenyl",c([OH])c([OH])cc([OH]),MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
1020,6,allene,*=C=*,MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
1021,6,Azide,N=N=N,MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
1022,6,azoalkanal,[N;R0]=[N;R0]CC=O,MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
1023,6,hydrazothiourea,N=NC(=S)N,MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
1024,6,Azo,N=N,MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
1025,6,aldehyde,[#6]-[CH1]=O,MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
1026,6,hemiacetal,[#6]-O[CH1](-[#6])[OH1],MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
1027,6,acetal,[#6]-O[CH1](-[#6])O-[#6],MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
1028,6,Ketone,[#6]-C(=O)-[#6],MLSMR,3,1,ChEMBL,NIH MLSMR Excluded Functionality filters (MLSMR)
